planet_name,num_stars,controv_flag,orbital_period,planet_semi-major_axis,planet_radius,planet_mass,eccentricity,insolation_flux,equi_temp,spectral_type,stellar_temp,stellar_radius,stellar_mass,distance
Kepler-730 b,1,0,6.49168426,0.0714,10.3,,0,313.64,1073,,6116,1.13,1.16,1935.04
Kepler-730 b,1,0,,,11.36,,,418.8,,,6126,1.3,,1935.04
Kepler-730 b,1,0,6.49168281,0.0715,9.66,,0,301.54,1062,,6123,1.11,1.16,1935.04
Kepler-730 b,1,0,6.49168281,,,,,,,,5638,1.38,1,1935.04
Kepler-730 b,1,0,6.49168426,0.0714,10.3,,0,313.64,1073,,6116,1.13,1.16,1935.04
Kepler-730 c,1,0,2.85188338,0.03997,1.569,,,,1607,,5620,1.41,1.05,1935.04
Kepler-730 c,1,0,2.85188338,0.0413,1.23,,0,903.77,1398,,6123,1.11,1.16,1935.04
Kepler-730 c,1,0,2.85188338,,,,,,,,5638,1.38,1,1935.04
Kepler-731 b,1,0,3.85560355,0.0505,13.75,,0,507.94,1211,,6028,1.05,1.15,1257.16
Kepler-731 b,1,0,3.85558969,,13.965,,,456.17,1179,,5741,1.05,,1257.16
Kepler-731 b,1,0,3.85560377,,,,,,,,5741,1.05,1.03,1257.16
Kepler-731 b,1,0,3.85560355,,13.88,,,,,,5849,1.06,1.03,1257.16
Kepler-731 b,1,0,3.8556024,0.048,11.1,,0,,1115,,5870,0.89,1,1257.16
Kepler-731 b,1,0,3.85560355,0.0505,13.75,,0,507.94,1211,,6028,1.05,1.15,1257.16
Kepler-731 b,1,0,3.85560392,0.0505,13.61,,0,508.65,1212,,6033,1.05,1.15,1257.16
Kepler-731 b,1,0,,,12.891,,,456.7,,,6031,0.99,,1257.16
Kepler-731 b,1,0,3.85560392,,,,,,,,5741,1.05,1.03,1257.16
Kepler-731 b,1,0,3.85560352,,,,,,,,5741,1.05,1.03,1257.16
Kepler-731 b,1,0,3.85560355,0.0505,13.75,,0,507.94,1211,,6028,1.05,1.15,1257.16
Kepler-732 b,1,0,9.467839,0.07,2.58,,0,,450,,3834,0.5,0.51,174.826
Kepler-732 b,1,0,9.46781405,,2.18,,,,,,3631,0.46,0.49,174.826
Kepler-732 b,1,0,9.46782762,,,,,,,,3619,0.52,0.52,174.826
Kepler-732 b,1,0,,,2.451,,,8.56,,,3582,0.53,,174.826
Kepler-732 b,1,0,9.46781405,0.0677,2.08,,0,6.22,403,,3581,0.44,0.46,174.826
Kepler-732 b,1,0,9.46782147,,,,,,,,3619,0.52,0.52,174.826
Kepler-732 b,1,0,9.46782147,0.0691,2.13,,0,6.47,407,,3582,0.46,0.49,174.826
Kepler-732 b,1,0,9.46781385,,,,,,,,3619,0.52,0.52,174.826
Kepler-732 b,1,0,9.46781405,0.0677,2.08,,0,6.22,403,,3581,0.44,0.46,174.826
Kepler-732 b,1,0,9.46781405,0.0677,2.08,,0,6.22,403,,3581,0.44,0.46,174.826
Kepler-732 c,1,0,0.89304097,,,,,,,,3619,0.52,0.52,174.826
Kepler-732 c,1,0,0.89304105,,,,,,,,3619,0.52,0.52,174.826
Kepler-732 c,1,0,0.8930477,0.015,1.47,,0,,973,,3834,0.5,0.51,174.826
Kepler-732 c,1,0,0.89304026,,,,,,,,3619,0.52,0.52,174.826
Kepler-732 c,1,0,0.89304124,,1.27,,,,,,3631,0.46,0.49,174.826
Kepler-732 c,1,0,0.89304124,0.014,1.22,,0,145.37,886,,3581,0.44,0.46,174.826
Kepler-732 c,1,0,0.89304124,0.014,1.22,,0,145.37,886,,3581,0.44,0.46,174.826
Kepler-732 c,1,0,0.89304124,0.014,1.22,,0,145.37,886,,3581,0.44,0.46,174.826
Kepler-732 c,1,0,,,1.42,,,199.85,,,3582,0.53,,174.826
Kepler-732 c,1,0,0.89304097,0.0143,1.24,,0,151.14,893,,3582,0.46,0.49,174.826
Kepler-733 b,1,0,20.83424726,0.1483,2.87,,0,29.62,595,,5537,0.88,1,916.706
Kepler-733 b,1,0,20.83426731,0.1483,2.74,,0,29.62,595,,5537,0.88,1,916.706
Kepler-733 b,1,0,20.83424726,0.1483,2.87,,0,29.62,595,,5537,0.88,1,916.706
Kepler-733 b,1,0,20.83434505,,,,,,,,5253.77,0.86,0.9,916.706
Kepler-733 b,1,0,20.83495,0.142,2.42,,0,,559,,5429,0.78,0.88,916.706
Kepler-733 b,1,0,20.83426731,,,,,,,,5253.77,0.86,0.9,916.706
Kepler-733 b,1,0,,,2.484,,,24.51,,,5540,0.8,,916.706
Kepler-733 b,1,0,20.83424726,,2.82,,,,,,5418,0.86,0.9,916.706
Kepler-733 b,1,0,20.83424726,0.1483,2.87,,0,29.62,595,,5537,0.88,1,916.706
Kepler-734 b,1,0,6.10485286,0.0617,4.03,,0,122.64,849,,5112,0.87,0.84,1157.21
Kepler-734 b,1,0,6.104862,0.063,3.5,,0,,856,,5482,0.79,0.89,1157.21
Kepler-734 b,1,0,,,7.622,,,513.67,,,5085,1.71,,1157.21
Kepler-734 b,1,0,6.10484942,0.0583,3.18,,0,89.25,784,,5085,0.71,0.71,1157.21
Kepler-734 b,1,0,6.10485286,0.0617,4.03,,0,122.64,849,,5112,0.87,0.84,1157.21
Kepler-734 b,1,0,6.10487147,,,,,,,,5610,1.63,0.99,1157.21
Kepler-734 b,1,0,6.10484942,,,,,,,,5610,1.63,0.99,1157.21
Kepler-734 b,1,0,6.10485286,0.0617,4.03,,0,122.64,849,,5112,0.87,0.84,1157.21
Kepler-734 b,1,0,6.10484996,,,,,,,,5610,1.63,0.99,1157.21
Kepler-734 b,1,0,6.10485286,,3.56,,,,,,5326,0.78,0.85,1157.21
Kepler-735 b,1,0,11.515093,0.092,2.7,,0,,612,,5070,0.69,0.79,695.059
Kepler-735 b,1,0,11.51516739,,,,,,,,4929,0.76,0.81,695.059
Kepler-735 b,1,0,11.51516988,0.0966,2.98,,0,44.28,658,,5173,0.8,0.91,695.059
Kepler-735 b,1,0,11.51517167,0.0965,2.9,,0,43.96,657,,5177,0.8,0.91,695.059
Kepler-735 b,1,0,11.51515989,,,,,,,,4929,0.76,0.81,695.059
Kepler-735 b,1,0,11.51516988,,2.95,,,,,,5107,0.8,0.85,695.059
Kepler-735 b,1,0,11.51516988,0.0966,2.98,,0,44.28,658,,5173,0.8,0.91,695.059
Kepler-735 b,1,0,11.51516988,0.0966,2.98,,0,44.28,658,,5173,0.8,0.91,695.059
Kepler-735 b,1,0,11.51517167,,,,,,,,4929,0.76,0.81,695.059
Kepler-735 b,1,0,,,2.504,,,32.68,,,5171,0.69,,695.059
Kepler-736 b,1,0,3.60147201,0.0446,2.9,,0,239.14,1003,,5335,0.81,0.91,1005.43
Kepler-736 b,1,0,3.60147201,,2.93,,,,,,5217,0.81,0.86,1005.43
Kepler-736 b,1,0,3.601449,0.043,2.1,,0,,963,,5273,0.74,0.84,1005.43
Kepler-736 b,1,0,,,2.316,,,233.03,,,5046,0.86,,1005.43
Kepler-736 b,1,0,3.60147727,,,,,,,,5093,0.86,0.85,1005.43
Kepler-736 b,1,0,3.60147201,0.0446,2.9,,0,239.14,1003,,5335,0.81,0.91,1005.43
Kepler-736 b,1,0,3.60147889,,,,,,,,5093,0.86,0.85,1005.43
Kepler-736 b,1,0,3.60146534,,,,,,,,5093,0.86,0.85,1005.43
Kepler-736 b,1,0,3.60146534,0.0428,2.31,,0,232.65,996,,5052,0.85,0.81,1005.43
Kepler-736 b,1,0,3.60147201,0.0446,2.9,,0,239.14,1003,,5335,0.81,0.91,1005.43
Kepler-737 b,1,0,28.59908593,,,,,,,,3793,0.52,0.52,205.118
Kepler-737 b,1,0,28.59914031,,,,,,,,3793,0.52,0.52,205.118
Kepler-737 b,1,0,28.59915399,0.1443,1.88,,0,1.8,295,,3750,0.46,0.49,205.118
Kepler-737 b,1,0,28.59878,0.149,2.48,,0,,326,,3979,0.51,0.53,205.118
Kepler-737 b,1,0,,,2.029,,,2.3,,,3753,0.51,,205.118
Kepler-737 b,1,0,28.59913147,,,,,,,,3793,0.52,0.52,205.118
Kepler-737 b,1,0,28.59914031,0.1422,1.83,,0,1.87,298,,3755,0.46,0.47,205.118
Kepler-737 b,1,0,28.59915399,,1.96,,,,,,3813,0.48,0.51,205.118
Kepler-737 b,1,0,28.59915399,0.1443,1.88,,0,1.8,295,,3750,0.46,0.49,205.118
Kepler-737 b,1,0,28.59915399,0.1443,1.88,,0,1.8,295,,3750,0.46,0.49,205.118
Kepler-738 b,1,0,24.58721963,,,,,,,,5230.88,0.95,0.89,1113.65
Kepler-738 b,1,0,24.58721573,0.1548,2.31,,0,18.74,531,,5465,0.75,0.82,1113.65
Kepler-738 b,1,0,24.58716355,,,,,,,,5230.88,0.95,0.89,1113.65
Kepler-738 b,1,0,24.58721573,0.1548,2.31,,0,18.74,531,,5465,0.75,0.82,1113.65
Kepler-738 b,1,0,,,2.883,,,27.64,,,5468,0.91,,1113.65
Kepler-738 b,1,0,24.58721016,,,,,,,,5230.88,0.95,0.89,1113.65
Kepler-738 b,1,0,24.58716355,0.1552,2.37,,0,18.72,530,,5474,0.75,0.83,1113.65
Kepler-738 b,1,0,24.58721573,,2.5,,,,,,5327,0.82,0.86,1113.65
Kepler-738 b,1,0,24.58721573,0.1548,2.31,,0,18.74,531,,5465,0.75,0.82,1113.65
Kepler-738 b,1,0,24.58719,0.16,2.5,,0,,538,,5493,0.79,0.9,1113.65
Kepler-739 b,1,0,12.53248389,,,,,,,,5628,1.07,1,1370.65
Kepler-739 b,1,0,12.53248222,,,,,,,,5628,1.07,1,1370.65
Kepler-739 b,1,0,12.532507,0.107,3.1,,0,,781,,6000,0.93,1.03,1370.65
Kepler-739 b,1,0,12.53248222,0.1054,3.24,,0,85.15,775,,5997,0.9,0.99,1370.65
Kepler-739 b,1,0,12.53249776,,,,,,,,5628,1.07,1,1370.65
Kepler-739 b,1,0,,,3.769,,,115.96,,,6000,1.05,,1370.65
Kepler-739 b,1,0,12.53248465,,3.32,,,,,,5601,0.9,0.93,1370.65
Kepler-739 b,1,0,12.53248465,0.1054,3.37,,0,85.15,775,,5997,0.9,0.99,1370.65
Kepler-739 b,1,0,12.53248465,0.1054,3.37,,0,85.15,775,,5997,0.9,0.99,1370.65
Kepler-739 b,1,0,12.53248465,0.1054,3.37,,0,85.15,775,,5997,0.9,0.99,1370.65
Kepler-74 b,1,0,7.340711,0.07813,10.761,191.96932,0.32,,,,6000,1.12,1.18,1177.55
Kepler-74 b,1,0,7.34071475,0.0801,14.41,,0,421.03,1155,,6056,1.5,1.27,1177.55
Kepler-74 b,1,0,7.3407239,0.074,8.6,,0,,922,,5945,0.91,1.02,1177.55
Kepler-74 b,1,0,7.340718,0.084,14.8,216.12,0.287,,1250,F8 V,6050,1.51,1.4,1177.55
Kepler-74 b,1,0,7.34071463,,,,,,,,5828.81,1.44,1.05,1177.55
Kepler-74 b,1,0,7.34071495,0.0801,14.31,,0,421.03,1155,,6056,1.5,1.27,1177.55
Kepler-74 b,1,0,7.34071495,,,,,,,,5828.81,1.44,1.05,1177.55
Kepler-74 b,1,0,7.340711,0.0781,10.76,200.22,0,,1078,F8 V,6000,1.12,1.18,1177.55
Kepler-74 b,1,0,7.34071475,0.0801,14.41,,0,421.03,1155,,6056,1.5,1.27,1177.55
Kepler-74 b,1,0,7.34071475,,14.19,,,,,,6068,1.48,1.26,1177.55
Kepler-74 b,1,0,,,12.817,,,337.68,,,6050,1.34,,1177.55
Kepler-74 b,1,0,7.34071475,0.0801,14.41,,0,421.03,1155,,6056,1.5,1.27,1177.55
Kepler-74 b,1,0,7.34071497,,,,,,,,5828.81,1.44,1.05,1177.55
Kepler-74 b,1,0,7.34056751,,16.732,,,378.06,1125,,5828.81,1.44,,1177.55
Kepler-740 b,1,0,3.58409537,,,,,,,,5415.15,0.99,0.94,1442.02
Kepler-740 b,1,0,3.58410138,,,,,,,,5415.15,0.99,0.94,1442.02
Kepler-740 b,1,0,,,4.907,,,432.87,,,5750,0.97,,1442.02
Kepler-740 b,1,0,3.58410105,0.0462,4.66,,0,386.66,1131,,5739,0.92,1.02,1442.02
Kepler-740 b,1,0,3.5840842,0.045,4.5,,0,,1077,,5669,0.83,0.94,1442.02
Kepler-740 b,1,0,3.58410122,0.0462,4.87,,0,386.66,1131,,5739,0.92,1.02,1442.02
Kepler-740 b,1,0,3.58410105,,,,,,,,5415.15,0.99,0.94,1442.02
Kepler-740 b,1,0,3.58410122,0.0462,4.87,,0,386.66,1131,,5739,0.92,1.02,1442.02
Kepler-740 b,1,0,3.58410122,,4.57,,,,,,5438,0.87,0.91,1442.02
Kepler-740 b,1,0,3.58410122,0.0462,4.87,,0,386.66,1131,,5739,0.92,1.02,1442.02
Kepler-741 b,1,0,7.03902374,0.074,2.48,,0,277.52,1041,,6319,1.03,1.08,1661.87
Kepler-741 b,1,0,7.03902374,0.074,2.48,,0,277.52,1041,,6319,1.03,1.08,1661.87
Kepler-741 b,1,0,7.0390032,,,,,,,,5944,1.38,1.09,1661.87
Kepler-741 b,1,0,7.03899386,,,,,,,,5944,1.38,1.09,1661.87
Kepler-741 b,1,0,,,3.077,,,461.99,,,6335,1.33,,1661.87
Kepler-741 b,1,0,7.03902374,0.074,2.48,,0,277.52,1041,,6319,1.03,1.08,1661.87
Kepler-741 b,1,0,7.03902016,,,,,,,,5944,1.38,1.09,1661.87
Kepler-741 b,1,0,7.03902374,,2.97,,,,,,6129,1.24,1.16,1661.87
Kepler-741 b,1,0,7.039078,0.075,2.8,,0,,1057,,6330,1.07,1.15,1661.87
Kepler-741 b,1,0,7.03902016,0.0744,2.45,,0,288.92,1051,,6321,1.06,1.11,1661.87
Kepler-742 b,1,0,8.36086357,,,,,,,,4545,0.73,0.72,489.253
Kepler-742 b,1,0,8.36086824,0.0744,3.73,,0,53.68,690,,4743,0.81,0.79,489.253
Kepler-742 b,1,0,8.3608707,,,,,,,,4545,0.73,0.72,489.253
Kepler-742 b,1,0,8.36086824,0.0744,3.73,,0,53.68,690,,4743,0.81,0.79,489.253
Kepler-742 b,1,0,8.36086403,,,,,,,,4545,0.73,0.72,489.253
Kepler-742 b,1,0,8.36086824,,3.24,,,,,,4642,0.71,0.76,489.253
Kepler-742 b,1,0,8.36086824,0.0744,3.73,,0,53.68,690,,4743,0.81,0.79,489.253
Kepler-742 b,1,0,8.360847,0.07,3.17,,0,,611,,4628,0.63,0.65,489.253
Kepler-742 b,1,0,8.3608707,0.0744,3.67,,0,53.68,690,,4743,0.81,0.79,489.253
Kepler-742 b,1,0,,,3.101,,,38.1,,,4732,0.68,,489.253
Kepler-743 b,2,0,3.17926292,0.0418,1.22,,0,342.03,1097,,5530,0.84,0.96,278.987
Kepler-743 b,2,0,3.17926292,0.0418,1.22,,0,342.03,1097,,5530,0.84,0.96,278.987
Kepler-743 b,2,0,3.179262,0.042,1.28,,0,,1143,,5542,0.92,0.97,278.987
Kepler-743 b,2,0,3.17926292,,1.21,,,,,,5486,0.85,0.94,278.987
Kepler-743 b,2,0,3.17926729,0.0418,1.21,,0,347.01,1101,,5511,0.86,0.96,278.987
Kepler-743 b,2,0,3.17926686,,,,,,,,5423.64,0.92,0.94,278.987
Kepler-743 b,2,0,3.17926292,0.0418,1.22,,0,342.03,1097,,5530,0.84,0.96,278.987
Kepler-743 b,2,0,3.17926729,,,,,,,,5423.64,0.92,0.94,278.987
Kepler-743 b,2,0,3.1792627,,,,,,,,5423.64,0.92,0.94,278.987
Kepler-743 b,2,0,,,1.292,,,397.25,,,5509,0.92,,278.987
Kepler-744 b,1,0,12.06223957,,,,,,,,5605.14,0.82,0.99,449.964
Kepler-744 b,1,0,12.062148,0.105,2.7,,0,,1013,,5938,1.57,1.06,449.964
Kepler-744 b,1,0,,,1.516,,,62.95,,,5495,0.87,,449.964
Kepler-744 b,1,0,12.06222443,0.1049,2.8,,0,259.57,1024,,5957,1.59,1.06,449.964
Kepler-744 b,1,0,12.06219221,,,,,,,,5605.14,0.82,0.99,449.964
Kepler-744 b,1,0,12.06222443,0.1049,2.8,,0,259.57,1024,,5957,1.59,1.06,449.964
Kepler-744 b,1,0,12.06222443,0.1049,2.8,,0,259.57,1024,,5957,1.59,1.06,449.964
Kepler-744 b,1,0,12.06222962,0.0993,1.62,,0,74.8,750,,5547,0.93,0.9,449.964
Kepler-744 b,1,0,12.06222962,,,,,,,,5605.14,0.82,0.99,449.964
Kepler-744 b,1,0,12.06222443,,1.62,,,,,,5594,0.93,0.94,449.964
Kepler-745 b,1,0,,,3.052,,,286.03,,,5783,1.54,,1780.38
Kepler-745 b,1,0,9.93146307,,,,,,,,5654.67,1.61,1,1780.38
Kepler-745 b,1,0,9.93146307,0.0915,2.41,,0,177.83,931,,5782,1.22,1.03,1780.38
Kepler-745 b,1,0,9.93161,0.09,1.85,,0,,806,,5841,0.88,0.99,1780.38
Kepler-745 b,1,0,9.93153577,,,,,,,,5654.67,1.61,1,1780.38
Kepler-745 b,1,0,9.93143556,0.0908,1.92,,0,109.11,824,,5880,0.92,1.01,1780.38
Kepler-745 b,1,0,9.93143556,0.0908,1.92,,0,109.11,824,,5880,0.92,1.01,1780.38
Kepler-745 b,1,0,9.93134553,,,,,,,,5654.67,1.61,1,1780.38
Kepler-745 b,1,0,9.93143556,,2.16,,,,,,5849,1.04,1.04,1780.38
Kepler-745 b,1,0,9.93143556,0.0908,1.92,,0,109.11,824,,5880,0.92,1.01,1780.38
Kepler-746 b,1,0,3.48147059,,,,,,,,5094.34,,,
Kepler-746 b,1,0,3.4815917,,,,,,,,5094.34,,,
Kepler-746 b,1,0,3.48159251,0.0437,1.26,,0,473.34,1190,,5473,1.06,0.92,
Kepler-746 b,1,0,3.48159251,0.0437,1.26,,0,473.34,1190,,5473,1.06,0.92,
Kepler-746 b,1,0,3.481538,0.045,1.36,,0,,1146,,5481,1.01,0.98,
Kepler-746 b,1,0,3.48159251,,1.11,,,,,,5418,0.93,0.91,
Kepler-746 b,1,0,3.48159251,0.0437,1.26,,0,473.34,1190,,5473,1.06,0.92,
Kepler-746 b,1,0,3.4815917,0.0435,1.17,,0,421.61,1156,,5405,1.02,0.9,
Kepler-747 b,1,1,35.61760233,,,,,,,,4980,3.21,,3347.16
Kepler-747 b,1,1,35.61760587,0.1916,5.26,,0,10.19,456,,5123,0.78,0.74,3347.16
Kepler-747 b,1,1,35.61760587,0.1916,5.26,,0,10.19,456,,5123,0.78,0.74,3347.16
Kepler-747 b,1,1,35.6175885,,,,,,,,4980,3.21,,3347.16
Kepler-747 b,1,1,35.61760587,,5.27,,,,,,5096,0.78,0.82,3347.16
Kepler-747 b,1,1,35.61758,0.193,4.8,,0,,453,,5131,0.77,0.76,3347.16
Kepler-747 b,1,1,35.61760233,0.1916,5.17,,0,10.19,456,,5123,0.78,0.74,3347.16
Kepler-747 b,1,1,35.61766403,,,,,,,,4980,3.21,,3347.16
Kepler-747 b,1,1,35.61760587,0.1916,5.26,,0,10.19,456,,5123,0.78,0.74,3347.16
Kepler-748 b,1,0,7.40758,0.076,2.13,,0,,901,,5665,0.99,1.06,1705.99
Kepler-748 b,1,0,7.40739214,,,,,,,,5730.42,1.54,1.02,1705.99
Kepler-748 b,1,0,7.40742793,0.0745,2.23,,0,183.15,938,,5922,0.96,1,1705.99
Kepler-748 b,1,0,7.40742502,0.0745,2.01,,0,183.15,938,,5922,0.96,1,1705.99
Kepler-748 b,1,0,7.40742793,,2.52,,,,,,5934,1.1,1.07,1705.99
Kepler-748 b,1,0,7.40742793,0.0745,2.23,,0,183.15,938,,5922,0.96,1,1705.99
Kepler-748 b,1,0,,,3.112,,,439.78,,,5923,1.49,,1705.99
Kepler-748 b,1,0,7.40742793,0.0745,2.23,,0,183.15,938,,5922,0.96,1,1705.99
Kepler-748 b,1,0,7.40742502,,,,,,,,5730.42,1.54,1.02,1705.99
Kepler-749 b,1,0,17.317162,,,,,,,,4940.93,0.77,0.81,721.027
Kepler-749 b,1,0,17.31716585,0.1054,2.1,,0,10.07,454,,4719,0.5,0.52,721.027
Kepler-749 b,1,0,17.31716585,0.1054,2.1,,0,10.07,454,,4719,0.5,0.52,721.027
Kepler-749 b,1,0,17.31711739,0.1054,2.04,,0,10.07,454,,4719,0.5,0.52,721.027
Kepler-749 b,1,0,17.31711739,,,,,,,,4940.93,0.77,0.81,721.027
Kepler-749 b,1,0,17.31706878,,,,,,,,4940.93,0.77,0.81,721.027
Kepler-749 b,1,0,17.31716585,0.1054,2.1,,0,10.07,454,,4719,0.5,0.52,721.027
Kepler-749 b,1,0,,,3.212,,,24.63,,,4704,0.79,,721.027
Kepler-749 b,1,0,17.31729,0.117,2.71,,0,,531,,4922,0.7,0.72,721.027
Kepler-749 b,1,0,17.31716585,,3.1,,,,,,5009,0.75,0.79,721.027
Kepler-75 b,1,0,8.88492268,0.0786,11.02,,0,83.21,770,,5332,0.84,0.82,835.356
Kepler-75 b,1,0,8.884923,0.0786,10.51,,0,83.21,770,,5332,0.84,0.82,835.356
Kepler-75 b,1,0,8.8849116,0.0817,11.769,3210.083,0.5704,,,,5200,0.89,0.91,835.356
Kepler-75 b,1,0,8.884923,,,,,,,,5160,0.98,0.87,835.356
Kepler-75 b,1,0,8.88492372,,,,,,,,5160,0.98,0.87,835.356
Kepler-75 b,1,0,8.88495109,,12.684,,,94.29,795,,5160,0.98,,835.356
Kepler-75 b,1,0,8.88492268,0.0786,11.02,,0,83.21,770,,5332,0.84,0.82,835.356
Kepler-75 b,1,0,8.8849176,0.077,9.4,,0,,721,,5152,0.77,0.77,835.356
Kepler-75 b,1,0,8.88492268,0.0786,11.02,,0,83.21,770,,5332,0.84,0.82,835.356
Kepler-75 b,1,0,8.8849116,0.0818,11.77,3209.9,0.57,,767,K0 V,5200,0.89,0.91,835.356
Kepler-75 b,1,0,,,11.985,,,106.48,,,5306,0.96,,835.356
Kepler-75 b,1,0,8.88492268,,10.83,,,,,,5206,0.83,0.83,835.356
Kepler-75 b,1,0,8.88492128,,,,,,,,5160,0.98,0.87,835.356
Kepler-75 b,1,0,8.884924,0.08,11.55,3146.4,0.569,,850,G8 V,5330,0.88,0.88,835.356
Kepler-750 b,1,0,9.42887179,0.0926,2.95,,0,253.39,1018,,6495,1.17,1.19,1296.02
Kepler-750 b,1,0,9.42889884,,,,,,,,6025.52,1.36,1.12,1296.02
Kepler-750 b,1,0,,,3.313,,,255.74,,,5948,1.4,,1296.02
Kepler-750 b,1,0,9.4288,0.091,2.48,,0,,921,,6243,1.02,1.12,1296.02
Kepler-750 b,1,0,9.42887179,0.0926,2.95,,0,253.39,1018,,6495,1.17,1.19,1296.02
Kepler-750 b,1,0,9.42887179,0.0926,2.95,,0,253.39,1018,,6495,1.17,1.19,1296.02
Kepler-750 b,1,0,9.42884066,,,,,,,,6025.52,1.36,1.12,1296.02
Kepler-750 b,1,0,9.428872,,,,,,,,6025.52,1.36,1.12,1296.02
Kepler-750 b,1,0,9.42889884,0.093,4.39,,0,432.9,1163,,5897,1.86,1.2,1296.02
Kepler-750 b,1,0,9.42887179,,3.07,,,,,,6160,1.23,1.15,1296.02
Kepler-750 c,1,0,4.08902,0.052,1.31,,0,,1218,,6243,1.02,1.12,1296.02
Kepler-750 c,1,0,4.08897299,0.0533,2.36,,0,1317.96,1537,,5897,1.86,1.2,1296.02
Kepler-750 c,1,0,4.08899022,0.0531,1.58,,0,770.59,1344,,6495,1.17,1.19,1296.02
Kepler-750 c,1,0,4.08899022,0.0531,1.58,,0,770.59,1344,,6495,1.17,1.19,1296.02
Kepler-750 c,1,0,4.08899022,,1.62,,,,,,6160,1.23,1.15,1296.02
Kepler-750 c,1,0,4.08897299,,,,,,,,6025.52,1.36,1.12,1296.02
Kepler-750 c,1,0,4.08899022,0.0531,1.58,,0,770.59,1344,,6495,1.17,1.19,1296.02
Kepler-750 c,1,0,4.08898221,,,,,,,,6025.52,1.36,1.12,1296.02
Kepler-750 c,1,0,,,1.777,,,778.59,,,5948,1.4,,1296.02
Kepler-751 b,1,0,17.44490636,0.1263,2.81,,0,50.32,679,,5568,0.97,0.88,760.43
Kepler-751 b,1,0,17.44490636,0.1263,2.81,,0,50.32,679,,5568,0.97,0.88,760.43
Kepler-751 b,1,0,17.44486016,0.1263,3.24,,0,50.32,679,,5568,0.97,0.88,760.43
Kepler-751 b,1,0,17.44496257,,,,,,,,5327,0.87,0.92,760.43
Kepler-751 b,1,0,17.44490636,0.1263,2.81,,0,50.32,679,,5568,0.97,0.88,760.43
Kepler-751 b,1,0,,,2.85,,,39.01,,,5566,0.85,,760.43
Kepler-751 b,1,0,17.44490636,,2.46,,,,,,5387,0.84,0.87,760.43
Kepler-751 b,1,0,17.44487,0.125,3.4,,0,,674,,5530,0.95,0.85,760.43
Kepler-751 b,1,0,17.44486016,,,,,,,,5327,0.87,0.92,760.43
Kepler-751 b,1,0,17.44424015,,,,,,,,5327,0.87,0.92,760.43
Kepler-752 b,1,0,18.82747265,0.1353,2.92,,0,37.82,632,,5687,0.86,0.93,1232.29
Kepler-752 b,1,0,18.82747265,0.1353,2.92,,0,37.82,632,,5687,0.86,0.93,1232.29
Kepler-752 b,1,0,18.82747265,,2.81,,,,,,5373,0.83,0.87,1232.29
Kepler-752 b,1,0,18.82756878,,,,,,,,5466,0.97,0.96,1232.29
Kepler-752 b,1,0,18.82729,0.135,2.6,,0,,629,,5669,0.85,0.93,1232.29
Kepler-752 b,1,0,18.82744023,0.1353,2.7,,0,37.82,632,,5687,0.86,0.93,1232.29
Kepler-752 b,1,0,18.82744023,,,,,,,,5466,0.97,0.96,1232.29
Kepler-752 b,1,0,18.82761339,,,,,,,,5466,0.97,0.96,1232.29
Kepler-752 b,1,0,,,2.953,,,45.28,,,5688,0.94,,1232.29
Kepler-752 b,1,0,18.82747265,0.1353,2.92,,0,37.82,632,,5687,0.86,0.93,1232.29
Kepler-753 b,1,0,5.74772501,0.0508,1.52,,0,22.53,556,,3937,0.52,0.53,274.767
Kepler-753 b,1,0,5.74772501,,1.91,,,,,,4346,0.65,0.68,274.767
Kepler-753 b,1,0,5.74771191,,,,,,,,4272,0.67,0.67,274.767
Kepler-753 b,1,0,5.74771193,,,,,,,,4272,0.67,0.67,274.767
Kepler-753 b,1,0,5.747719,0.053,1.76,,0,,618,,4299,0.56,0.59,274.767
Kepler-753 b,1,0,,,1.891,,,41.67,,,4251,0.64,,274.767
Kepler-753 b,1,0,5.74772501,0.0508,1.52,,0,22.53,556,,3937,0.52,0.53,274.767
Kepler-753 b,1,0,5.74772501,0.0508,1.52,,0,22.53,556,,3937,0.52,0.53,274.767
Kepler-753 b,1,0,5.74771191,0.054,1.86,,0,40.07,641,,4252,0.63,0.64,274.767
Kepler-753 b,1,0,5.74772124,,,,,,,,4272,0.67,0.67,274.767
Kepler-754 b,1,0,14.5596237,0.116,1.76,,0,78.26,759,,5959,0.97,0.98,1770.27
Kepler-754 b,1,0,14.5598556,,,,,,,,6016.43,1.49,1.11,1770.27
Kepler-754 b,1,0,14.5596237,,2.01,,,,,,5935,1.08,1.06,1770.27
Kepler-754 b,1,0,14.5596237,0.116,1.76,,0,78.26,759,,5959,0.97,0.98,1770.27
Kepler-754 b,1,0,14.5596237,0.116,1.76,,0,78.26,759,,5959,0.97,0.98,1770.27
Kepler-754 b,1,0,,,2.727,,,216.47,,,5961,1.6,,1770.27
Kepler-754 b,1,0,14.5598556,0.116,1.64,,0,78.26,758,,5959,0.97,0.98,1770.27
Kepler-754 b,1,0,14.55916,0.117,2.04,,0,,758,,5952,0.97,1,1770.27
Kepler-755 b,2,0,1.26909037,0.0207,1.78,,0,836.67,1372,,5095,0.77,0.73,399.034
Kepler-755 b,2,0,,,1.532,,,889.89,,,5067,0.83,,399.034
