pl_name,hostname,default_flag,disc_year,disc_facility,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim
HD 77946 b,HD 77946,1,2024,Transiting Exoplanet Survey Satellite (TESS),6.52728200,0.00001500,-0.00002000,0,0.072000,0.001200,-0.001200,0,2.705,0.086,-0.081,0,8.38000,1.32000,-1.32000,0,0.233000,0.064000,-0.079000,0,,,,,,,,,F5,6046.00,50.00,-50.00,0,1.31,0.01,-0.01,0,1.17,0.06,-0.05,0,0.180,0.050,-0.050,0,[M/H],4.30,0.07,-0.07,0
HD 77946 b,HD 77946,0,2024,Transiting Exoplanet Survey Satellite (TESS),6.51595067,0.00155331,-0.00155331,0,,,,,2.830,2.894,-2.894,0,,,,,,,,,414.07,,,0,1151,,,0,,6023.00,126.76,-126.76,0,1.33,0.06,-0.06,0,,,,,,,,,,4.24,0.08,-0.08,0
LHS 1678 d,LHS 1678,0,2024,Transiting Exoplanet Survey Satellite (TESS),4.96520686,0.00001885,-0.00001885,0,,,,,0.857,2.663,-2.663,0,,,,,,,,,10.86,,,0,463,,,0,,3450.00,111.00,-111.00,0,0.34,0.01,-0.01,0,,,,,,,,,,4.89,0.49,-0.49,0
LHS 1678 d,LHS 1678,1,2024,Transiting Exoplanet Survey Satellite (TESS),4.96522290,0.00000960,-0.00000750,0,0.040000,0.001800,-0.001700,0,0.981,0.070,-0.072,0,,,,,0.036000,0.060000,-0.027000,0,9.10,0.90,-0.80,0,,,,,M2.0 V,3490.00,50.00,-50.00,0,0.33,0.01,-0.01,0,0.34,0.01,-0.01,0,,,,,,,,,
NGTS-30 b,NGTS-30,0,2024,Transiting Exoplanet Survey Satellite (TESS),,,,,,,,,9.930,0.654,-0.654,0,,,,,,,,,172.86,,,0,1010,,,0,,5427.90,123.30,-123.30,0,0.91,0.05,-0.05,0,,,,,,,,,,4.49,0.08,-0.08,0
NGTS-30 b,NGTS-30,1,2024,Transiting Exoplanet Survey Satellite (TESS),98.29838000,0.00010000,-0.00009000,0,0.408000,0.019000,-0.019000,0,10.402,0.359,-0.359,0,305.11527,17.79839,-17.79839,0,0.294000,0.014000,-0.010000,0,,,,,500,55,-84,0,,5455.00,80.00,-80.00,0,0.91,0.03,-0.03,0,0.94,0.06,-0.06,0,-0.030,0.080,-0.080,0,[Fe/H],4.30,0.50,-0.50,0
TOI-1135 b,TOI-1135,0,2024,Transiting Exoplanet Survey Satellite (TESS),8.02774310,0.00001180,-0.00001180,0,,,,,9.345,0.433,-0.433,0,,,,,,,,,901.30,,,0,1526,,,0,,5962.70,68.60,-68.60,0,1.15,0.05,-0.05,0,,,,,,,,,,4.38,0.08,-0.08,0
TOI-1135 b,TOI-1135,1,2024,Transiting Exoplanet Survey Satellite (TESS),8.02773000,0.00000300,-0.00000300,0,0.082000,0.003000,-0.003000,0,9.020,0.227,-0.227,0,51.42000,,,1,0.000000,,,0,,,,,1199,21,-21,0,G0,6122.00,15.00,-15.00,0,1.16,0.03,-0.03,0,1.12,0.03,-0.03,0,0.000,0.020,-0.020,0,[Fe/H],4.56,0.02,-0.02,0
TOI-1199 b,TOI-1199,1,2024,Transiting Exoplanet Survey Satellite (TESS),3.67146300,0.00000300,-0.00000300,0,0.049880,0.000910,-0.000910,0,10.514,0.280,-0.280,0,75.96099,6.35657,-6.35657,0,0.030000,0.029000,-0.029000,0,,,,,1486,20,-20,0,,5710.00,40.00,-40.00,0,1.45,0.03,-0.03,0,1.23,0.07,-0.07,0,0.440,0.040,-0.040,0,[Fe/H],4.19,0.03,-0.03,0
TOI-1199 b,TOI-1199,0,2024,Transiting Exoplanet Survey Satellite (TESS),3.67146340,0.00000410,-0.00000410,0,,,,,10.678,0.557,-0.557,0,,,,,,,,,324.11,,,0,1182,,,0,,5618.00,122.10,-122.10,0,1.54,0.08,-0.08,0,,,,,,,,,,4.06,0.08,-0.08,0
TOI-1273 b,TOI-1273,0,2024,Transiting Exoplanet Survey Satellite (TESS),4.63130140,0.00000880,-0.00000880,0,,,,,9.348,1.123,-1.123,0,,,,,,,,,225.01,,,0,1078,,,0,,5736.00,164.80,-164.80,0,1.07,0.05,-0.05,0,,,,,,,,,,4.39,0.07,-0.07,0
TOI-1273 b,TOI-1273,1,2024,Transiting Exoplanet Survey Satellite (TESS),4.63129600,0.00000300,-0.00000300,0,0.054900,0.001000,-0.001000,0,11.097,2.466,-2.466,0,70.55791,4.76743,-4.76743,0,0.055000,0.032000,-0.032000,0,,,,,1211,15,-15,0,,5690.00,40.00,-40.00,0,1.06,0.02,-0.02,0,1.06,0.06,-0.06,0,0.070,0.040,-0.040,0,[Fe/H],4.37,0.03,-0.03,0
TOI-1347 b,TOI-1347,0,2024,Transiting Exoplanet Survey Satellite (TESS),0.84742180,0.00000478,-0.00000478,0,,,,,1.754,1.372,-1.372,0,,,,,,,,,1876.13,,,0,1679,,,0,,5300.00,143.20,-143.20,0,0.85,0.04,-0.04,0,,,,,,,,,,4.56,0.08,-0.08,0
TOI-1347 b,TOI-1347,1,2024,Transiting Exoplanet Survey Satellite (TESS),0.84742346,0.00000061,-0.00000061,0,,,,,1.800,0.100,-0.100,0,11.10000,1.20000,-1.20000,0,0.000000,,,0,,,,,1400,40,-40,0,,5464.00,100.00,-100.00,0,0.83,0.03,-0.03,0,0.91,0.03,-0.03,0,0.040,0.060,-0.060,0,[Fe/H],4.64,0.10,-0.10,0
TOI-1347 c,TOI-1347,0,2024,Transiting Exoplanet Survey Satellite (TESS),4.84204382,0.00001674,-0.00001674,0,,,,,1.618,0.625,-0.625,0,,,,,,,,,183.66,,,0,939,,,0,,5300.00,143.20,-143.20,0,0.85,0.04,-0.04,0,,,,,,,,,,4.56,0.08,-0.08,0
TOI-1347 c,TOI-1347,1,2024,Transiting Exoplanet Survey Satellite (TESS),4.84196200,0.00001200,-0.00001200,0,,,,,1.600,0.100,-0.100,0,6.40000,,,1,0.000000,,,0,,,,,1000,25,-25,0,,5464.00,100.00,-100.00,0,0.83,0.03,-0.03,0,0.91,0.03,-0.03,0,0.040,0.060,-0.060,0,[Fe/H],4.64,0.10,-0.10,0
TOI-1386 b,TOI-1386,0,2024,Transiting Exoplanet Survey Satellite (TESS),,,,,,,,,6.551,0.370,-0.370,0,,,,,,,,,,,,,,,,,,5769.00,146.50,-146.50,0,1.03,0.05,-0.05,0,,,,,,,,,,4.43,0.08,-0.08,0
TOI-1386 b,TOI-1386,1,2024,Transiting Exoplanet Survey Satellite (TESS),25.83839000,0.00013000,-0.00013000,0,0.173200,0.002700,-0.003300,0,6.053,0.202,-0.179,0,47.03860,6.03874,-5.72091,0,0.061000,0.056000,-0.042000,0,34.68,2.13,-1.76,0,676,10,-8,0,G5V,5793.00,76.00,-73.00,0,1.01,0.03,-0.03,0,1.04,0.05,-0.06,0,0.164,0.056,-0.056,0,[Fe/H],4.44,0.03,-0.03,0
TOI-1467 b,TOI-1467,1,2024,Transiting Exoplanet Survey Satellite (TESS),5.97114300,0.00000600,-0.00000600,0,0.051000,0.000900,-0.000900,0,1.833,0.159,-0.156,0,,,,,,,,,16.27,1.21,-1.21,0,559,16,-16,0,,3810.00,73.00,-78.00,0,0.47,0.02,-0.02,0,0.50,0.03,-0.03,0,-0.100,0.270,-0.240,0,[Fe/H],4.79,0.03,-0.03,0
TOI-1467 b,TOI-1467,0,2024,Transiting Exoplanet Survey Satellite (TESS),5.97113567,0.00001371,-0.00001371,0,,,,,1.872,1.216,-1.216,0,,,,,,,,,18.09,,,0,526,,,0,,3834.00,157.00,-157.00,0,0.49,0.01,-0.01,0,,,,,,,,,,4.75,0.01,-0.01,0
TOI-1739 b,TOI-1739,1,2024,Transiting Exoplanet Survey Satellite (TESS),8.30334200,0.00001100,-0.00001300,0,0.074200,0.001400,-0.001400,0,1.695,0.098,-0.085,0,,,,,,,,,54.35,3.59,-3.59,0,756,20,-20,0,,4922.00,94.00,-91.00,0,0.75,0.02,-0.02,0,0.79,0.05,-0.04,0,0.070,0.240,-0.230,0,[Fe/H],4.58,0.03,-0.03,0
TOI-1739 b,TOI-1739,0,2024,Transiting Exoplanet Survey Satellite (TESS),8.30329784,0.00001756,-0.00001756,0,,,,,1.847,0.992,-0.992,0,,,,,,,,,53.69,,,0,690,,,0,,4814.00,124.99,-124.99,0,0.78,0.05,-0.05,0,,,,,,,,,,4.55,0.09,-0.09,0
TOI-1751 b,TOI-1751,1,2024,Transiting Exoplanet Survey Satellite (TESS),37.46849000,0.00008200,-0.00007500,0,0.211600,0.002300,-0.002300,0,2.770,0.150,-0.070,0,14.50000,3.15000,-3.14000,0,0.000000,,,0,,,,,,,,,,5996.00,110.00,-110.00,0,1.20,0.06,-0.03,0,0.90,0.03,-0.03,0,-0.400,0.060,-0.060,0,[Fe/H],4.24,0.10,-0.10,0
TOI-1751 b,TOI-1751,0,2024,Transiting Exoplanet Survey Satellite (TESS),37.46863840,0.00017590,-0.00017590,0,,,,,2.461,0.134,-0.134,0,,,,,,,,,77.45,,,0,826,,,0,,6114.00,122.03,-122.03,0,1.27,0.06,-0.06,0,,,,,,,,,,4.29,0.08,-0.08,0
TOI-1994 b,TOI-1994,0,2024,Transiting Exoplanet Survey Satellite (TESS),4.03372010,0.00000330,-0.00000330,0,,,,,11.516,0.399,-0.399,0,,,,,,,,,1910.26,,,0,1841,,,0,,7369.00,219.00,-219.00,0,2.22,0.07,-0.07,0,,,,,,,,,,4.27,0.65,-0.65,0
TOI-1994 b,TOI-1994,1,2024,Transiting Exoplanet Survey Satellite (TESS),4.03371420,0.00000510,-0.00000510,0,0.061300,0.001900,-0.001900,0,13.675,0.919,-0.796,0,7024.00779,826.35386,-794.57102,0,0.341000,0.054000,-0.059000,0,,,,,2290,170,-110,0,,7700.00,720.00,-410.00,0,2.30,0.13,-0.12,0,1.86,0.18,-0.17,0,-0.010,0.300,-0.420,0,[Fe/H],3.98,0.07,-0.07,0
TOI-2068 b,TOI-2068,1,2024,Transiting Exoplanet Survey Satellite (TESS),7.76891500,0.00002500,-0.00003700,0,0.063200,0.001100,-0.001100,0,1.821,0.162,-0.149,0,,,,,,,,,12.23,0.73,-0.73,0,521,14,-14,0,,3710.00,57.00,-58.00,0,0.54,0.02,-0.02,0,0.56,0.03,-0.03,0,0.270,0.150,-0.200,0,[Fe/H],4.73,0.03,-0.03,0
TOI-2068 b,TOI-2068,0,2024,Transiting Exoplanet Survey Satellite (TESS),7.76898200,0.00005770,-0.00005770,0,,,,,1.774,0.112,-0.112,0,,,,,,,,,11.39,,,0,511,,,0,,3700.00,157.00,-157.00,0,0.54,0.02,-0.02,0,,,,,,,,,,4.70,0.01,-0.01,0
TOI-2266 b,TOI-2266,0,2024,Transiting Exoplanet Survey Satellite (TESS),2.32634297,0.00001445,-0.00001445,0,,,,,1.976,0.267,-0.267,0,,,,,,,,,15.12,,,0,503,,,0,,3244.00,157.00,-157.00,0,0.26,0.01,-0.01,0,,,,,,,,,,4.97,0.01,-0.01,0
TOI-2266 b,TOI-2266,1,2024,Transiting Exoplanet Survey Satellite (TESS),2.32631800,0.00000480,-0.00000480,0,0.020000,0.002000,-0.002000,0,1.540,0.090,-0.090,0,,,,,,,,,13.00,3.00,-3.00,0,550,47,-47,0,M5.0+0.5-0.5,3200.00,170.00,-170.00,0,0.24,0.01,-0.01,0,0.23,0.02,-0.02,0,,,,,,,,,
TOI-238 b,TOI-238,1,2024,Transiting Exoplanet Survey Satellite (TESS),1.27311400,0.00000200,-0.00000200,0,0.021200,0.000400,-0.000400,0,1.612,0.096,-0.099,0,,,,,,,,,747.65,55.61,-55.61,0,1457,47,-47,0,,5080.00,130.00,-130.00,0,0.75,0.03,-0.03,0,0.79,0.05,-0.05,0,-0.050,0.230,-0.260,0,[Fe/H],4.58,0.03,-0.03,0
TOI-238 b,TOI-238,0,2024,Transiting Exoplanet Survey Satellite (TESS),1.27309910,0.00000290,-0.00000290,0,0.021180,0.000380,-0.000380,0,1.402,0.086,-0.086,0,3.40000,0.46000,-0.46000,0,0.180000,,,1,728.00,78.00,-78.00,0,1311,28,-28,0,K2V,5059.00,89.00,-89.00,0,0.73,0.01,-0.01,0,0.79,0.02,-0.02,0,-0.114,0.051,-0.051,0,[Fe/H],4.58,0.02,-0.02,0
TOI-238 b,TOI-238,0,2024,Transiting Exoplanet Survey Satellite (TESS),1.27309961,0.00001093,-0.00001093,0,,,,,1.862,0.208,-0.208,0,,,,,,,,,713.97,,,0,1318,,,0,,5024.00,181.00,-181.00,0,0.77,0.05,-0.05,0,,,,,,,,,,4.57,0.30,-0.30,0
TOI-4438 b,TOI-4438,0,2024,Transiting Exoplanet Survey Satellite (TESS),7.44630338,0.00002302,-0.00002302,0,,,,,2.405,0.309,-0.309,0,,,,,,,,,5.63,,,0,393,,,0,,3353.00,157.00,-157.00,0,0.38,0.01,-0.01,0,,,,,,,,,,4.85,0.00,0.00,0
TOI-4438 b,TOI-4438,1,2024,Transiting Exoplanet Survey Satellite (TESS),7.44628000,0.00000900,-0.00000900,0,0.053400,0.003700,-0.003700,0,2.520,0.130,-0.130,0,5.40000,1.10000,-1.10000,0,0.140000,0.090000,-0.090000,0,6.00,0.90,-0.77,0,435,15,-15,0,M3.5 V,3422.00,81.00,-81.00,0,0.37,0.02,-0.02,0,0.37,0.02,-0.02,0,-0.190,0.050,-0.050,0,[Fe/H],4.68,0.04,-0.04,0
TOI-4515 b,TOI-4515,0,2024,Transiting Exoplanet Survey Satellite (TESS),15.26646582,0.00002690,-0.00002690,0,,,,,12.266,0.676,-0.676,0,,,,,,,,,42.30,,,0,650,,,0,,5420.82,118.02,-118.02,0,0.87,0.05,-0.05,0,,,,,,,,,,4.53,0.08,-0.08,0
TOI-4515 b,TOI-4515,1,2024,Transiting Exoplanet Survey Satellite (TESS),15.26644600,0.00001300,-0.00001300,0,0.118000,0.001000,-0.001000,0,12.170,0.430,-0.430,0,637.00000,17.00000,-17.00000,0,0.461000,0.007000,-0.007000,0,,,,,705,10,-10,0,G8/G9,5433.00,70.00,-70.00,0,0.86,0.03,-0.03,0,0.95,0.02,-0.02,0,0.050,0.030,-0.030,0,[Fe/H],4.48,0.10,-0.10,0
TOI-4559 b,TOI-4559,1,2024,Transiting Exoplanet Survey Satellite (TESS),3.96599100,0.00031400,-0.00033200,0,0.035900,0.000800,-0.000800,0,1.415,0.126,-0.112,0,,,,,,,,,15.77,1.44,-1.44,0,554,19,-19,0,,3558.00,73.00,-83.00,0,0.37,0.02,-0.01,0,0.39,0.03,-0.03,0,-0.090,0.200,-0.220,0,[Fe/H],4.88,0.03,-0.03,0
TOI-4559 b,TOI-4559,0,2024,Transiting Exoplanet Survey Satellite (TESS),3.96498492,0.00001613,-0.00001613,0,,,,,1.537,1.014,-1.014,0,,,,,,,,,17.62,,,0,523,,,0,,3476.00,157.00,-157.00,0,0.43,0.01,-0.01,0,,,,,,,,,,4.80,0.01,-0.01,0
TOI-5799 b,TOI-5799,0,2024,Transiting Exoplanet Survey Satellite (TESS),4.16454482,0.00075375,-0.00075375,0,,,,,1.988,0.183,-0.183,0,,,,,,,,,13.33,,,0,487,,,0,,3521.00,157.00,-157.00,0,0.34,0.01,-0.01,0,,,,,,,,,,4.88,0.00,0.00,0
TOI-5799 b,TOI-5799,1,2024,Transiting Exoplanet Survey Satellite (TESS),4.16475300,0.00038000,-0.00042700,0,0.035200,0.001100,-0.001100,0,1.625,0.192,-0.128,0,,,,,,,,,11.91,1.29,-1.29,0,518,20,-20,0,,3514.00,95.00,-94.00,0,0.33,0.01,-0.01,0,0.34,0.03,-0.03,0,-0.080,0.250,-0.340,0,[Fe/H],4.93,0.03,-0.04,0
TOI-771 b,TOI-771,1,2024,Transiting Exoplanet Survey Satellite (TESS),2.32602100,0.00000100,-0.00000100,0,0.020700,0.000800,-0.000800,0,1.422,0.108,-0.086,0,,,,,,,,,12.86,1.35,-1.35,0,527,22,-22,0,,3201.00,100.00,-95.00,0,0.24,0.01,-0.01,0,0.22,0.02,-0.02,0,0.120,0.190,-0.280,0,[Fe/H],5.01,0.04,-0.04,0
TOI-771 b,TOI-771,0,2024,Transiting Exoplanet Survey Satellite (TESS),2.32600774,0.00000486,-0.00000486,0,,,,,1.396,0.442,-0.442,0,,,,,,,,,14.90,,,0,501,,,0,,3231.00,,,0,0.24,0.01,-0.01,0,,,,,,,,,,4.44,,,0
TOI-871 b,TOI-871,1,2024,Transiting Exoplanet Survey Satellite (TESS),14.36256500,0.00009000,-0.00009000,0,0.105400,0.002100,-0.002100,0,1.664,0.114,-0.113,0,,,,,,,,,24.78,1.22,-1.22,0,621,16,-16,0,,4929.00,80.00,-75.00,0,0.72,0.03,-0.03,0,0.76,0.05,-0.04,0,-0.070,0.230,-0.240,0,[Fe/H],4.60,0.03,-0.03,0
TOI-871 b,TOI-871,0,2024,Transiting Exoplanet Survey Satellite (TESS),14.36273803,0.00006837,-0.00006837,0,,,,,1.687,1.328,-1.328,0,,,,,,,,,24.14,,,0,565,,,0,,4939.00,180.00,-180.00,0,0.73,0.05,-0.05,0,,,,,,,,,,4.58,0.31,-0.31,0
Wolf 327 b,Wolf 327,0,2024,Transiting Exoplanet Survey Satellite (TESS),0.57347655,0.00001369,-0.00001369,0,,,,,1.497,0.131,-0.131,0,,,,,,,,,225.42,,,0,988,,,0,,3466.00,157.00,-157.00,0,0.42,0.01,-0.01,0,,,,,,,,,,4.81,0.00,0.00,0
Wolf 327 b,Wolf 327,1,2024,Transiting Exoplanet Survey Satellite (TESS),0.57347450,0.00000030,-0.00000030,0,0.010000,0.000400,-0.000400,0,1.240,0.060,-0.060,0,2.53000,0.46000,-0.46000,0,0.000000,,,0,233.90,18.30,-18.30,0,996,22,-22,0,M2.5 V,3542.00,70.00,-70.00,0,0.41,0.01,-0.01,0,0.41,0.02,-0.02,0,-0.170,0.040,-0.040,0,[Fe/H],4.87,0.05,-0.05,0
GJ 806 b,GJ 806,1,2023,Transiting Exoplanet Survey Satellite (TESS),0.92632370,0.00000090,-0.00000090,0,0.014060,0.000300,-0.000300,0,1.331,0.023,-0.023,0,1.90000,0.17000,-0.17000,0,,,,,130.00,6.00,-6.00,0,940,10,-10,0,M1.5 V,3600.00,16.00,-16.00,0,0.41,0.00,0.00,0,0.41,0.01,-0.01,0,-0.280,0.070,-0.070,0,[Fe/H],4.98,0.12,-0.12,0
GJ 806 b,GJ 806,0,2023,Transiting Exoplanet Survey Satellite (TESS),0.92632450,0.00000090,-0.00000090,0,,,,,1.697,0.738,-0.738,0,,,,,,,,,437.88,,,0,1274,,,0,,3573.00,157.00,-157.00,0,0.43,0.01,-0.01,0,,,,,,,,,,4.80,0.00,0.00,0
HD 15906 b,HD 15906,1,2023,Transiting Exoplanet Survey Satellite (TESS),10.92470900,0.00003200,-0.00003200,0,0.090000,0.001000,-0.001000,0,2.240,0.080,-0.080,0,,,,,0.110000,0.040000,-0.030000,0,33.14,2.60,-2.45,0,668,13,-13,0,K V,4757.00,89.00,-89.00,0,0.76,0.01,-0.01,0,0.79,0.02,-0.04,0,0.020,0.040,-0.040,0,[Fe/H],4.49,0.05,-0.05,0
HD 15906 b,HD 15906,0,2023,Transiting Exoplanet Survey Satellite (TESS),10.92454780,0.00003974,-0.00003974,0,,,,,1.902,1.958,-1.958,0,,,,,,,,,35.24,,,0,621,,,0,,4884.00,96.00,-96.00,0,0.74,0.06,-0.06,0,,,,,,,,,,4.49,0.18,-0.18,0
HD 15906 c,HD 15906,1,2023,Transiting Exoplanet Survey Satellite (TESS),21.58329800,0.00005200,-0.00005500,0,0.141000,0.002000,-0.001000,0,2.930,0.070,-0.060,0,,,,,0.040000,0.010000,-0.010000,0,13.37,1.05,-0.99,0,532,10,-10,0,K V,4757.00,89.00,-89.00,0,0.76,0.01,-0.01,0,0.79,0.02,-0.04,0,0.020,0.040,-0.040,0,[Fe/H],4.49,0.05,-0.05,0
HD 207496 b,HD 207496,1,2023,Transiting Exoplanet Survey Satellite (TESS),6.44100800,0.00001100,-0.00001100,0,0.062900,0.001100,-0.001100,0,2.250,0.120,-0.100,0,6.10000,1.60000,-1.60000,0,0.231000,0.042000,-0.049000,0,72.90,8.50,-7.50,0,743,26,-26,0,K2.5 V,4819.00,94.00,-94.00,0,0.77,0.03,-0.03,0,0.80,0.04,-0.04,0,0.095,0.038,-0.038,0,[Fe/H],4.51,0.04,-0.04,0
HD 207496 b,HD 207496,0,2023,Transiting Exoplanet Survey Satellite (TESS),6.44100600,0.00000600,-0.00000600,0,,,,,2.564,0.194,-0.194,0,,,,,,,,,87.89,,,0,853,,,0,,4867.00,179.00,-179.00,0,0.80,0.06,-0.06,0,,,,,,,,,,4.44,,,0
HD 22946 d,HD 22946,1,2023,Transiting Exoplanet Survey Satellite (TESS),47.42489000,0.00010000,-0.00011000,0,0.295800,0.004400,-0.004200,0,2.607,0.060,-0.060,0,26.57000,,,1,,,,,18.56,0.89,-0.87,0,546,6,-6,0,,6169.00,64.00,-64.00,0,1.12,0.01,-0.01,0,1.10,0.04,-0.04,0,-0.080,0.040,-0.040,0,[Fe/H],4.47,0.11,-0.11,0
HD 235088 b,HD 235088,0,2023,Transiting Exoplanet Survey Satellite (TESS),7.43410241,0.00000882,-0.00000882,0,,,,,1.990,0.409,-0.409,0,,,,,,,,,72.55,,,0,744,,,0,,5064.00,119.12,-119.12,0,0.78,0.05,-0.05,0,,,,,,,,,,4.58,0.08,-0.08,0
HD 235088 b,HD 235088,1,2023,Transiting Exoplanet Survey Satellite (TESS),7.43413930,0.00000620,-0.00000620,0,0.072000,0.002600,-0.002600,0,2.045,0.075,-0.075,0,,,,,,,,,70.00,5.00,-5.00,0,805,13,-12,0,K2 V,5037.00,14.00,-14.00,0,0.79,0.02,-0.02,0,0.84,0.03,-0.06,0,-0.010,0.020,-0.020,0,[Fe/H],4.63,0.02,-0.02,0
HD 63433 d,HD 63433,1,2023,Transiting Exoplanet Survey Satellite (TESS),4.20907500,0.00001200,-0.00002300,0,0.050300,0.002500,-0.002700,0,1.073,0.046,-0.044,0,,,,,0.160000,0.360000,-0.120000,0,,,,,1040,40,-40,0,G5 V,5688.00,28.00,-28.00,0,0.91,0.03,-0.03,0,0.99,0.03,-0.03,0,0.030,0.050,-0.050,0,[Fe/H],4.52,0.05,-0.05,0
HIP 113103 b,HIP 113103,1,2023,Transiting Exoplanet Survey Satellite (TESS),7.61030300,0.00001800,-0.00001800,0,0.068990,0.000290,-0.000230,0,1.829,0.096,-0.067,0,,,,,0.170000,0.170000,-0.130000,0,,,,,721,10,-10,0,,4930.00,100.00,-100.00,0,0.74,0.01,-0.01,0,0.76,0.04,-0.04,0,-0.100,0.100,-0.100,0,[m/H],4.60,0.10,-0.10,0
HIP 113103 c,HIP 113103,0,2023,Transiting Exoplanet Survey Satellite (TESS),14.24566030,0.00004100,-0.00004100,0,,,,,3.682,1.048,-1.048,0,,,,,,,,,180.49,,,0,1021,,,0,,4760.00,126.00,-126.00,0,0.76,0.05,-0.05,0,,,,,,,,,,4.57,0.09,-0.09,0
HIP 113103 c,HIP 113103,1,2023,Transiting Exoplanet Survey Satellite (TESS),14.24564800,0.00001900,-0.00001900,0,0.104790,0.000450,-0.000350,0,2.400,0.100,-0.080,0,,,,,0.170000,0.170000,-0.130000,0,,,,,585,10,-10,0,,4930.00,100.00,-100.00,0,0.74,0.01,-0.01,0,0.76,0.04,-0.04,0,-0.100,0.100,-0.100,0,[m/H],4.60,0.10,-0.10,0
HIP 29442 b,HIP 29442,1,2023,Transiting Exoplanet Survey Satellite (TESS),13.63083000,0.00003000,-0.00003000,0,0.107000,0.001600,-0.001600,0,3.480,0.070,-0.080,0,9.60000,0.80000,-0.80000,0,,,,,61.00,3.00,-3.00,0,777,18,-18,0,,5289.00,69.00,-69.00,0,0.98,0.03,-0.03,0,0.89,0.04,-0.04,0,0.240,0.050,-0.050,0,[Fe/H],4.39,0.03,-0.03,0
HIP 29442 b,HIP 29442,0,2023,Transiting Exoplanet Survey Satellite (TESS),13.63080241,0.00003529,-0.00003529,0,,,,,3.549,0.384,-0.384,0,,,,,,,,,60.16,,,0,710,,,0,,6114.00,194.00,-194.00,0,1.01,0.06,-0.06,0,,,,,,,,,,4.51,0.26,-0.26,0
HIP 9618 b,HIP 9618,0,2023,Transiting Exoplanet Survey Satellite (TESS),20.77243160,0.00022130,-0.00022130,0,,,,,3.916,0.268,-0.268,0,,,,,,,,,209.72,,,0,1060,,,0,,5625.56,114.23,-114.23,0,0.97,0.04,-0.04,0,,,,,,,,,,4.47,0.07,-0.07,0
HIP 9618 b,HIP 9618,1,2023,Transiting Exoplanet Survey Satellite (TESS),20.77290700,0.00002300,-0.00002300,0,0.143800,0.002500,-0.003700,0,3.900,0.044,-0.044,0,10.00000,3.10000,-3.10000,0,0.220000,0.250000,-0.150000,0,40.30,2.30,-1.50,0,663,9,-6,0,,5609.00,33.00,-33.00,0,0.97,0.01,-0.01,0,1.02,0.04,-0.08,0,,,,,,4.45,0.02,-0.03,0
HIP 9618 c,HIP 9618,0,2023,Transiting Exoplanet Survey Satellite (TESS),52.56370562,0.00042283,-0.00042283,0,,,,,3.284,0.170,-0.170,0,,,,,,,,,14.37,,,0,542,,,0,,5625.56,114.23,-114.23,0,0.97,0.04,-0.04,0,,,,,,,,,,4.47,0.07,-0.07,0
HIP 9618 c,HIP 9618,1,2023,Transiting Exoplanet Survey Satellite (TESS),52.56349100,0.00007200,-0.00007200,0,0.266900,0.004600,-0.006900,0,3.343,0.039,-0.039,0,18.30000,1.70000,-1.70000,1,0.230000,0.250000,-0.160000,0,11.70,0.65,-0.40,0,487,7,-5,0,,5609.00,33.00,-33.00,0,0.97,0.01,-0.01,0,1.02,0.04,-0.08,0,,,,,,4.45,0.02,-0.03,0
LHS 475 b,LHS 475,0,2023,Transiting Exoplanet Survey Satellite (TESS),2.02908819,0.00000585,-0.00000585,0,,,,,0.929,0.697,-0.697,0,,,,,,,,,22.07,,,0,553,,,0,,3194.00,101.00,-101.00,0,0.29,0.01,-0.01,0,,,,,,,,,,4.97,0.07,-0.07,0
LHS 475 b,LHS 475,1,2023,Transiting Exoplanet Survey Satellite (TESS),2.02908800,0.00000600,-0.00000600,0,,,,,0.991,0.050,-0.050,0,,,,,,,,,,,,,586,12,-12,0,M3.5 V,3300.00,80.00,-30.00,0,0.28,0.00,0.00,0,0.26,,,0,,,,,,5.00,0.04,-0.04,0
LHS 475 b,LHS 475,0,2023,Transiting Exoplanet Survey Satellite (TESS),2.02910100,0.00000170,-0.00000170,0,0.020370,0.000370,-0.000370,0,0.975,0.058,-0.058,0,,,,,0.000000,,,0,20.80,1.10,-1.10,0,587,18,-18,0,,3289.00,83.00,-83.00,0,0.29,0.01,-0.01,0,0.27,0.01,-0.01,0,,,,,,4.96,0.05,-0.05,0
