pl_name,hostname,default_flag,disc_year,disc_facility,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim
TOI-712 d,TOI-712,1,2022,Transiting Exoplanet Survey Satellite (TESS),84.83960000,0.00043000,-0.00040000,0,0.340500,0.004100,-0.003900,0,2.474,0.090,-0.082,0,,,,,0.073000,0.064000,-0.049000,0,1.60,0.06,-0.06,0,314,3,-3,0,K4.5 V,4622.00,61.00,-59.00,0,0.67,0.02,-0.02,0,0.73,0.03,-0.03,0,-0.020,0.120,-0.043,0,[Fe/H],4.64,0.02,-0.02,0
TOI-833 b,TOI-833,0,2022,Transiting Exoplanet Survey Satellite (TESS),1.04188900,0.00000555,-0.00000555,0,,,,,1.389,0.702,-0.702,0,,,,,,,,,270.07,,,0,1034,,,0,,3965.00,72.00,-72.00,0,0.60,0.02,-0.02,0,,,,,,,,,,4.68,0.07,-0.07,0
TOI-833 b,TOI-833,1,2022,Transiting Exoplanet Survey Satellite (TESS),1.04187770,0.00003240,-0.00003240,0,0.017100,0.000300,-0.000300,0,1.270,0.070,-0.070,0,,,,,,,,,,,,,1118,49,-49,0,,3920.00,160.00,-160.00,0,0.60,0.02,-0.02,0,0.61,0.03,-0.03,0,,,,,,4.67,0.04,-0.04,0
TOI-969 b,TOI-969,1,2022,Transiting Exoplanet Survey Satellite (TESS),1.82373050,0.00000200,-0.00000210,0,0.026360,0.000170,-0.000170,0,2.765,0.088,-0.097,0,9.10000,1.00000,-1.00000,0,,,,,188.00,26.00,-24.00,0,941,31,-31,0,K V,4435.00,80.00,-80.00,0,0.67,0.01,-0.01,0,0.73,0.01,-0.01,0,0.175,0.019,-0.019,0,[Fe/H],4.55,0.06,-0.06,0
TOI-969 b,TOI-969,0,2022,Transiting Exoplanet Survey Satellite (TESS),1.82373710,0.00000420,-0.00000420,0,,,,,3.650,0.388,-0.388,0,,,,,,,,,167.63,,,0,1002,,,0,,4249.10,132.60,-132.60,0,0.82,0.08,-0.08,0,,,,,,,,,,4.43,0.11,-0.11,0
WASP-132 c,WASP-132,0,2022,Transiting Exoplanet Survey Satellite (TESS),1.01153359,0.00000976,-0.00000976,0,,,,,2.333,0.438,-0.438,0,,,,,,,,,871.73,,,0,1386,,,0,,4775.00,,,0,0.79,0.06,-0.06,0,,,,,,,,,,4.60,,,0
WASP-132 c,WASP-132,1,2022,Transiting Exoplanet Survey Satellite (TESS),1.01153400,0.00000500,-0.00000500,0,0.018200,0.000300,-0.000300,0,1.850,0.100,-0.100,0,37.35000,,,1,0.130000,0.200000,-0.090000,0,,,,,,,,,K4,4714.00,87.00,-88.00,0,0.75,0.03,-0.03,0,0.78,0.03,-0.03,0,0.180,0.120,-0.120,0,[Fe/H],4.58,0.03,-0.04,0
AU Mic c,AU Mic,0,2021,Transiting Exoplanet Survey Satellite (TESS),18.85882000,,,0,,,,,,,,,14.20000,4.80000,-3.50000,0,,,,,,,,,,,,,,3665.00,31.00,-31.00,0,0.82,0.02,-0.02,0,0.60,0.04,-0.04,0,0.120,0.100,-0.100,0,[M/H],4.52,0.05,-0.05,0
AU Mic c,AU Mic,0,2021,Transiting Exoplanet Survey Satellite (TESS),18.85969000,0.00008000,-0.00008000,0,0.110800,0.002000,-0.002000,0,2.522,0.247,-0.247,0,,,,,0.003380,0.001640,-0.001640,0,7.30,0.90,-0.80,0,459,13,-12,0,,3678.00,90.00,-88.00,0,0.74,0.02,-0.02,0,0.51,0.03,-0.03,0,0.230,0.240,-0.300,0,[Fe/H],4.40,0.03,-0.03,0
AU Mic c,AU Mic,1,2021,Transiting Exoplanet Survey Satellite (TESS),18.85899100,,,0,0.110100,0.002000,-0.002000,0,,,,,9.60000,2.07000,-2.31000,0,,,,,,,,,,,,,,,,,,,,,,0.50,0.03,-0.03,0,,,,,,,,,
AU Mic c,AU Mic,0,2021,Transiting Exoplanet Survey Satellite (TESS),18.85901900,0.00001600,-0.00001600,0,0.110100,0.002200,-0.002200,0,3.240,0.160,-0.160,0,13.60000,11.40000,-11.40000,0,0.000000,,,0,,,,,454,16,-16,0,,3700.00,100.00,-100.00,0,0.75,0.03,-0.03,0,0.50,0.03,-0.03,0,,,,,,,,,
AU Mic c,AU Mic,0,2021,Transiting Exoplanet Survey Satellite (TESS),18.85901900,0.00000160,-0.00000160,0,,,,,,,,,22.20000,6.70000,-6.70000,0,0.041000,0.047000,-0.026000,0,,,,,,,,,,3700.00,100.00,-100.00,0,0.75,0.03,-0.03,0,0.50,0.03,-0.03,0,,,,,,4.39,0.03,-0.03,0
AU Mic c,AU Mic,0,2021,Transiting Exoplanet Survey Satellite (TESS),18.85898200,0.00005300,-0.00005000,0,0.110000,0.010000,-0.010000,0,2.790,0.310,-0.300,0,,,,,0.130000,0.160000,-0.090000,0,,,,,,,,,,,,,,0.75,0.03,-0.03,0,,,,,,,,,,,,,
GJ 367 b,GJ 367,0,2021,Transiting Exoplanet Survey Satellite (TESS),0.32192330,0.00000040,-0.00000040,0,,,,,2.661,0.921,-0.921,0,,,,,,,,,469.44,,,0,1296,,,0,,3518.00,84.00,-84.00,0,0.46,0.01,-0.01,0,,,,,,,,,,4.82,0.06,-0.06,0
GJ 367 b,GJ 367,0,2021,Transiting Exoplanet Survey Satellite (TESS),0.32196200,0.00001000,-0.00001200,0,0.007100,0.000200,-0.000200,0,0.718,0.054,-0.054,0,0.54600,0.07800,-0.07800,0,0.000000,,,0,,,,,1745,43,-43,0,M1.0 V,3522.00,70.00,-70.00,0,0.46,0.01,-0.01,0,0.45,0.01,-0.01,0,-0.010,0.120,-0.120,0,[Fe/H],4.78,0.03,-0.03,0
GJ 367 b,GJ 367,1,2021,Transiting Exoplanet Survey Satellite (TESS),0.32192250,0.00000020,-0.00000020,0,0.007090,0.000270,-0.000270,0,0.699,0.024,-0.024,0,0.63300,0.05000,-0.05000,0,0.060000,0.070000,-0.040000,0,579.00,57.00,-52.00,0,1365,32,-32,0,M1.0 V,3522.00,70.00,-70.00,0,0.46,0.01,-0.01,0,0.46,0.01,-0.01,0,-0.010,0.120,-0.120,0,[Fe/H],4.78,0.03,-0.03,0
HD 110082 b,HD 110082,1,2021,Transiting Exoplanet Survey Satellite (TESS),10.18271000,0.00004000,-0.00004000,0,0.113000,0.009000,-0.013000,0,3.200,0.100,-0.100,0,,,,,0.200000,0.200000,-0.100000,0,,,,,,,,,F8 V,6200.00,100.00,-100.00,0,1.19,0.06,-0.06,0,1.21,0.06,-0.06,0,0.080,0.050,-0.050,0,[Fe/H],4.20,0.30,-0.30,0
HD 110082 b,HD 110082,0,2021,Transiting Exoplanet Survey Satellite (TESS),10.18269827,0.00001288,-0.00001288,0,,,,,3.054,0.796,-0.796,0,,,,,,,,,198.39,,,0,957,,,0,,6153.00,194.00,-194.00,0,1.15,0.05,-0.05,0,,,,,,,,,,4.35,0.27,-0.27,0
HD 110113 b,HD 110113,0,2021,Transiting Exoplanet Survey Satellite (TESS),2.54047309,0.00000019,-0.00000019,0,,,,,,,,,,,,,0.093000,0.079000,-0.064000,0,,,,,,,,,G,5732.00,50.00,-50.00,0,0.97,0.02,-0.02,0,1.00,0.06,-0.06,0,0.140,0.020,-0.020,0,[Fe/H],4.46,0.05,-0.05,0
HD 110113 b,HD 110113,0,2021,Transiting Exoplanet Survey Satellite (TESS),2.54046790,0.00000810,-0.00000810,0,,,,,2.153,0.134,-0.134,0,,,,,,,,,622.47,,,0,1391,,,0,,6003.00,192.00,-192.00,0,0.99,0.05,-0.05,0,,,,,,,,,,4.47,0.28,-0.28,0
HD 110113 b,HD 110113,1,2021,Transiting Exoplanet Survey Satellite (TESS),2.54100000,0.00050000,-0.00100000,0,0.035000,0.001000,-0.001000,0,2.050,0.120,-0.120,0,4.55000,0.62000,-0.62000,0,0.093000,0.079000,-0.064000,0,735.49,29.39,-29.39,0,1371,14,-14,0,G,5732.00,50.00,-50.00,0,0.97,0.02,-0.02,0,1.00,0.06,-0.06,0,0.140,0.020,-0.020,0,[Fe/H],4.46,0.05,-0.05,0
HD 152843 b,HD 152843,1,2021,Transiting Exoplanet Survey Satellite (TESS),11.62640000,0.00220000,-0.00250000,0,0.105300,0.003000,-0.003100,0,3.410,0.140,-0.120,0,11.56000,6.58000,-6.14000,0,0.140000,0.250000,-0.100000,0,255.70,21.60,-19.70,0,,,,,G0,6310.00,100.00,-100.00,0,1.43,0.02,-0.02,0,1.15,0.04,-0.04,0,-0.160,0.050,-0.050,0,[Fe/H],4.19,0.03,-0.03,0
HD 152843 b,HD 152843,0,2021,Transiting Exoplanet Survey Satellite (TESS),11.62075440,0.00007015,-0.00007015,0,,,,,3.208,0.605,-0.605,0,,,,,,,,,239.28,,,0,1003,,,0,,6329.00,134.96,-134.96,0,1.40,0.06,-0.06,0,,,,,,,,,,4.25,0.09,-0.09,0
HD 152843 c,HD 152843,0,2021,Transiting Exoplanet Survey Satellite (TESS),,,,,,,,,4.184,0.871,-0.871,0,,,,,,,,,0.97,,,0,253,,,0,,6329.00,134.96,-134.96,0,1.40,0.06,-0.06,0,,,,,,,,,,4.25,0.09,-0.09,0
HD 152843 c,HD 152843,1,2021,Transiting Exoplanet Survey Satellite (TESS),24.38000000,6.23000000,-3.40000000,0,,,,,5.830,0.140,-0.140,0,27.50000,,,1,0.115000,0.173000,-0.080000,0,,,,,,,,,G0,6310.00,100.00,-100.00,0,1.43,0.02,-0.02,0,1.15,0.04,-0.04,0,-0.160,0.050,-0.050,0,[Fe/H],4.19,0.03,-0.03,0
HD 183579 b,HD 183579,1,2021,Transiting Exoplanet Survey Satellite (TESS),17.47127800,0.00005800,-0.00006000,0,0.133400,0.006200,-0.006100,0,3.550,0.150,-0.120,0,19.70000,4.00000,-3.90000,0,0.280000,,,0,58.10,5.30,-3.90,0,769,17,-13,0,,5788.00,44.00,-44.00,0,0.98,0.04,-0.03,0,1.03,0.03,-0.03,0,-0.023,0.050,-0.050,0,[Fe/H],4.50,0.03,-0.03,0
HD 183579 b,HD 183579,0,2021,Transiting Exoplanet Survey Satellite (TESS),17.47127500,0.00000970,-0.00001530,0,0.130000,0.010000,-0.010000,0,3.530,0.130,-0.110,0,11.20000,5.40000,-5.40000,0,0.000000,,,0,,,,,748,55,-40,0,G2 V,5706.00,110.00,-110.00,0,0.97,0.01,-0.01,0,1.03,0.05,-0.05,0,-0.070,0.090,-0.090,0,[Fe/H],4.47,0.03,-0.03,0
HD 183579 b,HD 183579,0,2021,Transiting Exoplanet Survey Satellite (TESS),17.47131420,0.00002830,-0.00002830,0,,,,,3.165,0.186,-0.186,0,,,,,,,,,61.95,,,0,781,,,0,,5783.54,7.82,-7.82,0,0.97,0.05,-0.05,0,,,,,,,,,,4.50,0.02,-0.02,0
HD 207897 b,HD 207897,1,2021,Transiting Exoplanet Survey Satellite (TESS),16.20215900,0.00008500,-0.00008300,0,0.116300,0.001700,-0.001500,0,2.501,0.082,-0.078,0,14.40000,1.60000,-1.60000,0,0.047000,0.057000,-0.033000,0,26.50,1.40,-1.20,0,632,8,-7,0,K0 V,5070.00,60.00,-57.00,0,0.78,0.02,-0.02,0,0.80,0.04,-0.03,0,-0.042,0.038,-0.041,0,[Fe/H],4.56,0.03,-0.03,0
HD 207897 b,HD 207897,0,2021,Transiting Exoplanet Survey Satellite (TESS),16.20173590,0.00001930,-0.00001930,0,,,,,2.424,0.172,-0.172,0,,,,,,,,,26.63,,,0,632,,,0,,5071.00,141.30,-141.30,0,0.78,0.05,-0.05,0,,,,,,,,,,4.58,0.09,-0.09,0
HD 5278 b,HD 5278,0,2021,Transiting Exoplanet Survey Satellite (TESS),14.33920650,0.00002999,-0.00002999,0,,,,,2.314,0.537,-0.537,0,,,,,,,,,118.75,,,0,842,,,0,,6295.70,56.48,-56.48,0,1.14,0.05,-0.05,0,,,,,,,,,,4.44,,,0
HD 5278 b,HD 5278,1,2021,Transiting Exoplanet Survey Satellite (TESS),14.33915600,0.00004900,-0.00004700,0,0.120200,0.001300,-0.001300,0,2.450,0.050,-0.050,0,7.80000,1.50000,-1.40000,0,0.080000,0.090000,-0.050000,0,132.00,5.00,-5.00,0,943,13,-13,0,F V,6203.00,64.00,-64.00,0,1.19,0.02,-0.02,0,1.13,0.04,-0.04,0,-0.120,0.040,-0.040,0,[Fe/H],4.50,0.11,-0.11,0
HD 5278 b,HD 5278,0,2021,Transiting Exoplanet Survey Satellite (TESS),14.33916900,0.00003600,-0.00003600,0,,,,,,,,,,,,,0.080000,0.090000,-0.050000,0,,,,,,,,,F V,6203.00,64.00,-64.00,0,1.19,0.02,-0.02,0,1.13,0.04,-0.04,0,-0.120,0.040,-0.040,0,[Fe/H],4.50,0.11,-0.11,0
HD 63935 b,HD 63935,1,2021,Transiting Exoplanet Survey Satellite (TESS),9.05881100,0.00001700,-0.00001600,0,,,,,2.990,0.140,-0.140,0,10.80000,1.80000,-1.80000,0,0.000000,,,0,115.60,4.60,-4.60,0,911,27,-27,0,,5534.00,100.00,-100.00,0,0.96,0.04,-0.04,0,0.93,0.05,-0.05,0,0.070,0.060,-0.060,0,[Fe/H],4.38,0.10,-0.10,0
HD 63935 b,HD 63935,0,2021,Transiting Exoplanet Survey Satellite (TESS),9.05882090,0.00001170,-0.00001170,0,,,,,2.676,0.130,-0.130,0,,,,,,,,,92.84,,,0,864,,,0,,5560.26,43.35,-43.35,0,0.96,0.04,-0.04,0,,,,,,,,,,4.44,,,0
HIP 97166 b,HIP 97166,1,2021,Transiting Exoplanet Survey Satellite (TESS),10.28891000,0.00004000,-0.00004000,0,0.089000,0.001000,-0.001000,0,2.740,0.130,-0.130,0,20.00000,1.50000,-1.50000,0,0.160000,0.030000,-0.030000,0,,,,,757,25,-25,0,K0 V,5198.00,100.00,-100.00,0,0.84,0.04,-0.04,0,0.90,0.05,-0.05,0,0.270,0.090,-0.090,0,[Fe/H],4.41,0.10,-0.10,0
HIP 97166 b,HIP 97166,0,2021,Transiting Exoplanet Survey Satellite (TESS),10.28888710,0.00001020,-0.00001020,0,,,,,2.732,0.174,-0.174,0,,,,,,,,,25.00,,,0,622,,,0,,5126.00,124.39,-124.39,0,0.87,0.05,-0.05,0,,,,,,,,,,4.50,0.08,-0.08,0
LHS 1478 b,LHS 1478,1,2021,Transiting Exoplanet Survey Satellite (TESS),1.94953780,0.00000400,-0.00000410,0,0.018480,0.000610,-0.000630,0,1.242,0.051,-0.049,0,2.33000,0.20000,-0.20000,0,,,,,,,,,595,10,-10,0,m3 V,3381.00,54.00,-54.00,0,0.25,0.01,-0.01,0,0.24,0.01,-0.01,0,-0.130,0.190,-0.190,0,[Fe/H],4.87,0.06,-0.06,0
LHS 1478 b,LHS 1478,0,2021,Transiting Exoplanet Survey Satellite (TESS),1.94954034,0.00000325,-0.00000325,0,,,,,1.393,0.071,-0.071,0,,,,,,,,,23.37,,,0,561,,,0,,3414.00,157.00,-157.00,0,0.26,0.01,-0.01,0,,,,,,,,,,4.97,0.01,-0.01,0
LHS 1678 b,LHS 1678,0,2021,Transiting Exoplanet Survey Satellite (TESS),0.86023220,0.00000680,-0.00000680,0,0.012510,0.000590,-0.000560,0,0.696,0.044,-0.044,0,0.35000,,,1,0.250000,,,1,93.20,9.30,-8.40,0,,,,,M2.0 V,3490.00,50.00,-50.00,0,0.33,0.01,-0.01,0,0.34,0.01,-0.01,0,,,,,,,,,
LHS 1678 b,LHS 1678,0,2021,Transiting Exoplanet Survey Satellite (TESS),0.86024058,0.00001023,-0.00001023,0,,,,,0.972,0.564,-0.564,0,,,,,,,,,112.40,,,0,830,,,0,,3450.00,111.00,-111.00,0,0.34,0.01,-0.01,0,,,,,,,,,,4.89,0.49,-0.49,0
LHS 1678 b,LHS 1678,1,2021,Transiting Exoplanet Survey Satellite (TESS),0.86023250,0.00000130,-0.00000110,0,0.012390,0.000560,-0.000570,0,0.685,0.037,-0.035,0,,,,,0.033000,0.035000,-0.023000,0,94.30,9.10,-8.10,0,,,,,M2.0 V,3490.00,50.00,-50.00,0,0.33,0.01,-0.01,0,0.34,0.01,-0.01,0,,,,,,,,,
LHS 1678 c,LHS 1678,0,2021,Transiting Exoplanet Survey Satellite (TESS),3.69426041,0.00001084,-0.00001084,0,,,,,1.043,0.439,-0.439,0,,,,,,,,,16.10,,,0,511,,,0,,3450.00,111.00,-111.00,0,0.34,0.01,-0.01,0,,,,,,,,,,4.89,0.49,-0.49,0
LHS 1678 c,LHS 1678,0,2021,Transiting Exoplanet Survey Satellite (TESS),3.69424700,0.00000240,-0.00000210,0,0.033100,0.001600,-0.001500,0,0.982,0.064,-0.063,0,1.40000,,,1,0.220000,,,1,13.50,1.30,-1.20,0,,,,,M2.0 V,3490.00,50.00,-50.00,0,0.33,0.01,-0.01,0,0.34,0.01,-0.01,0,,,,,,,,,
LHS 1678 c,LHS 1678,1,2021,Transiting Exoplanet Survey Satellite (TESS),3.69428400,0.00000480,-0.00000440,0,0.032700,0.001500,-0.001500,0,0.941,0.051,-0.050,0,,,,,0.039000,0.040000,-0.025000,0,13.50,1.30,-1.20,0,,,,,M2.0 V,3490.00,50.00,-50.00,0,0.33,0.01,-0.01,0,0.34,0.01,-0.01,0,,,,,,,,,
TIC 172900988 b,TIC 172900988 Aa,0,2021,Transiting Exoplanet Survey Satellite (TESS),193.96500000,0.07800000,-0.07800000,0,0.883280,0.000270,-0.000270,0,11.300,0.400,-0.400,0,837.00000,4.70000,-4.70000,0,0.072800,0.002800,-0.002800,0,,,,,,,,,F9,6050.00,100.00,-100.00,0,1.38,0.00,0.00,0,1.24,0.00,0.00,0,0.340,0.100,-0.100,0,[Fe/H],4.25,0.00,0.00,0
TIC 172900988 b,TIC 172900988 Aa,0,2021,Transiting Exoplanet Survey Satellite (TESS),190.37500000,0.05300000,-0.05300000,0,0.872350,0.000230,-0.000230,0,11.150,0.410,-0.410,0,845.70000,4.70000,-4.70000,0,0.063100,0.003700,-0.003700,0,,,,,,,,,F9,6050.00,100.00,-100.00,0,1.38,0.00,0.00,0,1.24,0.00,0.00,0,0.340,0.100,-0.100,0,[Fe/H],4.25,0.00,0.00,0
TIC 172900988 b,TIC 172900988 Aa,0,2021,Transiting Exoplanet Survey Satellite (TESS),204.04600000,0.05700000,-0.05700000,0,0.913590,0.000230,-0.000230,0,11.270,0.400,-0.400,0,981.30000,5.70000,-5.70000,0,0.026900,0.002100,-0.002100,0,,,,,,,,,F9,6050.00,100.00,-100.00,0,1.38,0.00,0.00,0,1.24,0.00,0.00,0,0.340,0.100,-0.100,0,[Fe/H],4.25,0.00,0.00,0
TIC 172900988 b,TIC 172900988 Aa,0,2021,Transiting Exoplanet Survey Satellite (TESS),198.85600000,0.09900000,-0.09900000,0,0.898090,0.000340,-0.000340,0,11.200,0.430,-0.430,0,869.70000,5.00000,-5.00000,0,0.088000,0.003700,-0.003700,0,,,,,,,,,F9,6050.00,100.00,-100.00,0,1.38,0.00,0.00,0,1.24,0.00,0.00,0,0.340,0.100,-0.100,0,[Fe/H],4.25,0.00,0.00,0
TIC 172900988 b,TIC 172900988 Aa,1,2021,Transiting Exoplanet Survey Satellite (TESS),200.45200000,0.01100000,-0.01100000,0,0.902810,0.000160,-0.000160,0,11.250,0.440,-0.440,0,942.00000,5.60000,-5.60000,0,0.027100,0.001100,-0.001100,0,,,,,,,,,F9,6050.00,100.00,-100.00,0,1.38,0.00,0.00,0,1.24,0.00,0.00,0,0.340,0.100,-0.100,0,[Fe/H],4.25,0.00,0.00,0
TIC 172900988 b,TIC 172900988 Aa,0,2021,Transiting Exoplanet Survey Satellite (TESS),188.83500000,0.09200000,-0.09200000,0,0.867620,0.000330,-0.000330,0,11.240,0.450,-0.450,0,823.90000,4.80000,-4.80000,0,0.082600,0.003800,-0.003800,0,,,,,,,,,F9,6050.00,100.00,-100.00,0,1.38,0.00,0.00,0,1.24,0.00,0.00,0,0.340,0.100,-0.100,0,[Fe/H],4.25,0.00,0.00,0
TIC 257060897 b,TIC 257060897,0,2021,Transiting Exoplanet Survey Satellite (TESS),3.66003195,0.00000443,-0.00000443,0,,,,,17.557,0.813,-0.813,0,,,,,,,,,1804.55,,,0,1662,,,0,,5988.00,140.00,-140.00,0,1.89,0.09,-0.09,0,,,,,,,,,,3.93,0.08,-0.08,0
TIC 257060897 b,TIC 257060897,0,2021,Transiting Exoplanet Survey Satellite (TESS),3.66003300,0.00000220,-0.00000220,0,,,,,,,,,,,,,0.030000,0.020000,-0.020000,0,,,,,,,,,,,,,,1.82,0.05,-0.05,0,1.32,0.04,-0.04,0,,,,,,,,,
TIC 257060897 b,TIC 257060897,1,2021,Transiting Exoplanet Survey Satellite (TESS),3.66002800,0.00000600,-0.00000600,0,0.051000,0.002000,-0.002000,0,16.701,0.448,-0.448,0,212.94503,9.53485,-9.53485,0,0.030000,0.020000,-0.020000,0,,,,,1762,21,-21,0,,,,,,1.82,0.05,-0.05,0,1.32,0.04,-0.04,0,,,,,,,,,
TOI-1062 b,TOI-1062,1,2021,Transiting Exoplanet Survey Satellite (TESS),4.11296000,0.00150000,-0.00150000,0,0.052000,0.024000,-0.025000,0,2.265,0.096,-0.091,0,10.15000,0.81000,-0.84000,0,0.177000,0.067000,-0.064000,0,232.00,11.00,-10.00,0,1077,10,-9,0,G9 V,5328.00,56.00,-56.00,0,0.84,0.09,-0.09,0,0.94,0.02,-0.02,0,0.140,0.040,-0.040,0,[Fe/H],4.55,0.09,-0.09,0
TOI-1062 b,TOI-1062,0,2021,Transiting Exoplanet Survey Satellite (TESS),4.11505760,0.00000560,-0.00000560,0,,,,,2.301,0.168,-0.168,0,,,,,,,,,77.36,,,0,826,,,0,,5394.00,185.00,-185.00,0,0.89,0.05,-0.05,0,,,,,,,,,,4.51,0.28,-0.28,0
TOI-1062 c,TOI-1062,1,2021,Transiting Exoplanet Survey Satellite (TESS),7.97200000,0.01800000,-0.02400000,0,0.080000,0.013000,-0.012000,0,,,,,9.78000,1.26000,-1.18000,0,0.140000,0.073000,-0.069000,0,95.00,5.00,-4.00,0,859,9,-8,0,G9 V,5328.00,56.00,-56.00,0,0.84,0.09,-0.09,0,0.94,0.02,-0.02,0,0.140,0.040,-0.040,0,[Fe/H],4.55,0.09,-0.09,0
TOI-1201 b,TOI-1201,0,2021,Transiting Exoplanet Survey Satellite (TESS),2.49197260,0.00000240,-0.00000240,0,,,,,,,,,,,,,,,,,,,,,,,,,M2.0 V,3476.00,51.00,-51.00,0,0.51,0.02,-0.02,0,0.51,0.02,-0.02,0,0.050,0.160,-0.160,0,[Fe/H],4.80,0.04,-0.04,0
TOI-1201 b,TOI-1201,1,2021,Transiting Exoplanet Survey Satellite (TESS),2.49198630,0.00000300,-0.00000310,0,0.028700,0.001200,-0.001200,0,2.415,0.091,-0.090,0,6.28000,0.84000,-0.88000,0,0.000000,,,0,40.60,3.60,-3.20,0,703,15,-14,0,M2.0 V,3476.00,51.00,-51.00,0,0.51,0.02,-0.02,0,0.51,0.02,-0.02,0,0.050,0.160,-0.160,0,[Fe/H],4.80,0.04,-0.04,0
TOI-1201 b,TOI-1201,0,2021,Transiting Exoplanet Survey Satellite (TESS),2.49197708,0.00000712,-0.00000712,0,,,,,2.219,0.986,-0.986,0,,,,,,,,,39.65,,,0,640,,,0,,3948.00,159.00,-159.00,0,0.48,0.01,-0.01,0,,,,,,,,,,4.69,0.39,-0.39,0
TOI-1231 b,TOI-1231,0,2021,Transiting Exoplanet Survey Satellite (TESS),24.24558221,0.00003584,-0.00003584,0,,,,,3.710,0.168,-0.168,0,,,,,,,,,1.95,,,0,301,,,0,,3535.00,112.00,-112.00,0,0.47,0.01,-0.01,0,,,,,,,,,,4.85,0.46,-0.46,0
TOI-1231 b,TOI-1231,1,2021,Transiting Exoplanet Survey Satellite (TESS),24.24558600,0.00006400,-0.00006600,0,0.128800,0.002100,-0.002200,0,3.650,0.160,-0.150,0,15.40000,3.30000,-3.30000,0,0.087000,0.120000,-0.061000,0,1.93,0.10,-0.10,0,330,4,-4,0,M3 V,3553.00,51.00,-52.00,0,0.48,0.01,-0.01,0,0.48,0.02,-0.02,0,0.041,0.069,-0.063,0,[Fe/H],4.77,0.03,-0.04,0
TOI-1259 A b,TOI-1259 A,0,2021,Transiting Exoplanet Survey Satellite (TESS),3.47797910,0.00000056,-0.00000056,0,,,,,,,,,,,,,,,,,,,,,,,,,,4775.00,100.00,-100.00,0,0.71,0.02,-0.02,0,0.74,0.06,-0.06,0,-0.500,0.500,-0.500,0,[Fe/H],4.61,0.01,-0.01,0
TOI-1259 A b,TOI-1259 A,1,2021,Transiting Exoplanet Survey Satellite (TESS),3.47797800,0.00000190,-0.00000170,0,0.040700,0.001140,-0.001100,0,11.456,0.336,-0.303,0,140.16233,15.57359,-14.93794,0,0.000000,,,0,,,,,963,21,-21,0,,4775.00,100.00,-100.00,0,0.71,0.02,-0.02,0,0.74,0.06,-0.06,0,-0.500,0.500,-0.500,0,[Fe/H],4.61,0.01,-0.01,0
TOI-1259 A b,TOI-1259 A,0,2021,Transiting Exoplanet Survey Satellite (TESS),3.47797763,0.00000020,-0.00000020,0,,,,,12.554,0.891,-0.891,0,,,,,,,,,153.14,,,0,897,,,0,,4699.00,129.56,-129.56,0,0.77,0.05,-0.05,0,,,,,,,,,,4.55,0.09,-0.09,0
TOI-1260 b,TOI-1260,0,2021,Transiting Exoplanet Survey Satellite (TESS),3.12746345,0.00000732,-0.00000732,0,,,,,2.580,0.803,-0.803,0,,,,,,,,,103.27,,,0,813,,,0,,4225.00,135.54,-135.54,0,0.69,0.07,-0.07,0,,,,,,,,,,4.58,0.11,-0.11,0
TOI-1260 b,TOI-1260,0,2021,Transiting Exoplanet Survey Satellite (TESS),3.12748000,0.00004700,-0.00003800,0,0.036600,0.002200,-0.003600,0,2.340,0.110,-0.090,0,8.60000,1.40000,-1.50000,0,0.000000,,,0,91.00,22.00,-12.00,0,860,47,-31,0,K6 V,4227.00,85.00,-85.00,0,0.65,0.01,-0.01,0,0.66,0.01,-0.01,0,-0.100,0.070,-0.070,0,[Fe/H],4.57,0.05,-0.05,0
TOI-1260 b,TOI-1260,1,2021,Transiting Exoplanet Survey Satellite (TESS),3.12746300,0.00000500,-0.00000500,0,0.036700,0.001100,-0.001100,0,2.410,0.050,-0.050,0,8.56000,1.54000,-1.54000,0,0.000000,,,0,95.58,0.07,-0.07,0,871,24,-24,0,,4227.00,85.00,-85.00,0,0.67,0.01,-0.01,0,0.68,0.10,-0.06,0,-0.100,0.070,-0.070,0,[Fe/H],4.57,0.05,-0.05,0
TOI-1260 c,TOI-1260,0,2021,Transiting Exoplanet Survey Satellite (TESS),7.49316133,0.00001696,-0.00001696,0,,,,,2.773,1.457,-1.457,0,,,,,,,,,32.21,,,0,608,,,0,,4225.00,135.54,-135.54,0,0.69,0.07,-0.07,0,,,,,,,,,,4.58,0.11,-0.11,0
